name,model,loss,optimizer,learning_rate,epochs,batch_size,seq_len,iots,train_test_split,train_val_split,model_filename,train,test,tr_star,ws_star,benign_test,gafgyt_combo,gafgyt_junk,gafgyt_scan,gafgyt_tcp,gafgyt_udp,mirai_ack,mirai_scan,mirai_syn,mirai_udp,mirai_udpplain
All_Cluster,AutoEncoder,MSE,SGD,0.012,800,32,,Ennio_Doorbell,0.66,0.8,../models/All_Cluster,TRUE,TRUE,0.052990519,3404,0,0.972189638,0.944494789,0.941802915,0.983685772,0.98357866,0.97190937,0.982424236,0.974127704,0.989113461,0.969989944
All_Cluster,AutoEncoder,MSE,SGD,0.012,800,32,,Philips_Baby_Monitor,0.66,0.8,../models/All_Cluster,TRUE,TRUE,0.052990519,3404,0,0.972189638,0.944494789,0.941802915,0.983685772,0.98357866,0.97190937,0.982424236,0.974127704,0.989113461,0.969989944
All_Cluster,AutoEncoder,MSE,SGD,0.012,800,32,,Provision_737_Security_Camera,0.66,0.8,../models/All_Cluster,TRUE,TRUE,0.052990519,3404,0,0.972189638,0.944494789,0.941802915,0.983685772,0.98357866,0.97190937,0.982424236,0.974127704,0.989113461,0.969989944
All_Cluster,AutoEncoder,MSE,SGD,0.012,800,32,,Provision_838_Security_Camera,0.66,0.8,../models/All_Cluster,TRUE,TRUE,0.052990519,3404,0,0.972189638,0.944494789,0.941802915,0.983685772,0.98357866,0.97190937,0.982424236,0.974127704,0.989113461,0.969989944
All_Cluster,AutoEncoder,MSE,SGD,0.012,800,32,,Samsung_Webcam,0.66,0.8,../models/All_Cluster,TRUE,TRUE,0.052990519,3404,0,0.972189638,0.944494789,0.941802915,0.983685772,0.98357866,0.97190937,0.982424236,0.974127704,0.989113461,0.969989944
All_Cluster,AutoEncoder,MSE,SGD,0.012,800,32,,Simple_Home_1002_Security_Camera,0.66,0.8,../models/All_Cluster,TRUE,TRUE,0.052990519,3404,0,0.972189638,0.944494789,0.941802915,0.983685772,0.98357866,0.97190937,0.982424236,0.974127704,0.989113461,0.969989944
All_Cluster,AutoEncoder,MSE,SGD,0.012,800,32,,Simple_Home_1003_Security_Camera,0.66,0.8,../models/All_Cluster,TRUE,TRUE,0.052990519,3404,0,0.972189638,0.944494789,0.941802915,0.983685772,0.98357866,0.97190937,0.982424236,0.974127704,0.989113461,0.969989944
All_Cluster,AutoEncoder,MSE,SGD,0.012,800,32,,Danmini_Doorbell,0.66,0.8,../models/All_Cluster,TRUE,TRUE,0.052990519,3404,0,0.970276378,0.94127563,0.939958446,0.980925638,0.983680177,0.970670897,0.982481256,0.972498424,0.989275446,0.968374082
All_Cluster,AutoEncoder,MSE,SGD,0.012,800,32,,Ecobee_Thermostat,0.66,0.8,../models/All_Cluster,TRUE,TRUE,0.052990519,3404,0,0.970276378,0.94127563,0.939958446,0.980925638,0.983680177,0.970670897,0.982481256,0.972498424,0.989275446,0.968374082
All_Cluster,AutoEncoder,MSE,SGD,0.012,800,32,,Ennio_Doorbell,0.66,0.8,../models/All_Cluster,TRUE,TRUE,0.052990519,3404,0,0.970276378,0.94127563,0.939958446,0.980925638,0.983680177,0.970670897,0.982481256,0.972498424,0.989275446,0.968374082
All_Cluster,AutoEncoder,MSE,SGD,0.012,800,32,,Philips_Baby_Monitor,0.66,0.8,../models/All_Cluster,TRUE,TRUE,0.052990519,3404,0,0.970276378,0.94127563,0.939958446,0.980925638,0.983680177,0.970670897,0.982481256,0.972498424,0.989275446,0.968374082
All_Cluster,AutoEncoder,MSE,SGD,0.012,800,32,,Provision_737_Security_Camera,0.66,0.8,../models/All_Cluster,TRUE,TRUE,0.052990519,3404,0,0.970276378,0.94127563,0.939958446,0.980925638,0.983680177,0.970670897,0.982481256,0.972498424,0.989275446,0.968374082
All_Cluster,AutoEncoder,MSE,SGD,0.012,800,32,,Provision_838_Security_Camera,0.66,0.8,../models/All_Cluster,TRUE,TRUE,0.052990519,3404,0,0.970276378,0.94127563,0.939958446,0.980925638,0.983680177,0.970670897,0.982481256,0.972498424,0.989275446,0.968374082
All_Cluster,AutoEncoder,MSE,SGD,0.012,800,32,,Samsung_Webcam,0.66,0.8,../models/All_Cluster,TRUE,TRUE,0.052990519,3404,0,0.970276378,0.94127563,0.939958446,0.980925638,0.983680177,0.970670897,0.982481256,0.972498424,0.989275446,0.968374082
All_Cluster,AutoEncoder,MSE,SGD,0.012,800,32,,Simple_Home_1002_Security_Camera,0.66,0.8,../models/All_Cluster,TRUE,TRUE,0.052990519,3404,0,0.970276378,0.94127563,0.939958446,0.980925638,0.983680177,0.970670897,0.982481256,0.972498424,0.989275446,0.968374082
All_Cluster,AutoEncoder,MSE,SGD,0.012,800,32,,Simple_Home_1003_Security_Camera,0.66,0.8,../models/All_Cluster,TRUE,TRUE,0.052990519,3404,0,0.970276378,0.94127563,0.939958446,0.980925638,0.983680177,0.970670897,0.982481256,0.972498424,0.989275446,0.968374082
All_Cluster,AutoEncoder,MSE,SGD,0.012,800,32,,Danmini_Doorbell,0.66,0.8,../models/All_Cluster,TRUE,TRUE,0.052990519,3404,0,0.970802298,0.939692634,0.938443209,0.982563431,0.984559335,,,,,
All_Cluster,AutoEncoder,MSE,SGD,0.012,800,32,,Ecobee_Thermostat,0.66,0.8,../models/All_Cluster,TRUE,TRUE,0.052990519,3404,0,0.970802298,0.939692634,0.938443209,0.982563431,0.984559335,,,,,
All_Cluster,AutoEncoder,MSE,SGD,0.012,800,32,,Ennio_Doorbell,0.66,0.8,../models/All_Cluster,TRUE,TRUE,0.052990519,3404,0,0.970802298,0.939692634,0.938443209,0.982563431,0.984559335,,,,,
All_Cluster,AutoEncoder,MSE,SGD,0.012,800,32,,Philips_Baby_Monitor,0.66,0.8,../models/All_Cluster,TRUE,TRUE,0.052990519,3404,0,0.970802298,0.939692634,0.938443209,0.982563431,0.984559335,,,,,
All_Cluster,AutoEncoder,MSE,SGD,0.012,800,32,,Provision_737_Security_Camera,0.66,0.8,../models/All_Cluster,TRUE,TRUE,0.052990519,3404,0,0.970802298,0.939692634,0.938443209,0.982563431,0.984559335,,,,,
All_Cluster,AutoEncoder,MSE,SGD,0.012,800,32,,Provision_838_Security_Camera,0.66,0.8,../models/All_Cluster,TRUE,TRUE,0.052990519,3404,0,0.970802298,0.939692634,0.938443209,0.982563431,0.984559335,,,,,
All_Cluster,AutoEncoder,MSE,SGD,0.012,800,32,,Samsung_Webcam,0.66,0.8,../models/All_Cluster,TRUE,TRUE,0.052990519,3404,0,0.970802298,0.939692634,0.938443209,0.982563431,0.984559335,,,,,
All_Cluster,AutoEncoder,MSE,SGD,0.012,800,32,,Simple_Home_1002_Security_Camera,0.66,0.8,../models/All_Cluster,TRUE,TRUE,0.052990519,3404,0,0.970802298,0.939692634,0.938443209,0.982563431,0.984559335,,,,,
All_Cluster,AutoEncoder,MSE,SGD,0.012,800,32,,Simple_Home_1003_Security_Camera,0.66,0.8,../models/All_Cluster,TRUE,TRUE,0.052990519,3404,0,0.970802298,0.939692634,0.938443209,0.982563431,0.984559335,,,,,
All_Cluster,AutoEncoder,MSE,SGD,0.012,800,32,,Danmini_Doorbell,0.66,0.8,../models/All_Cluster,TRUE,TRUE,0.052990519,3404,0,0.968608957,0.939990902,0.938724169,0.980803008,0.983532588,0.984741658,0.962965382,0.986421668,0.988800295,0.978260314
All_Cluster,AutoEncoder,MSE,SGD,0.012,800,32,,Ecobee_Thermostat,0.66,0.8,../models/All_Cluster,TRUE,TRUE,0.052990519,3404,0,0.968608957,0.939990902,0.938724169,0.980803008,0.983532588,0.984741658,0.962965382,0.986421668,0.988800295,0.978260314
All_Cluster,AutoEncoder,MSE,SGD,0.012,800,32,,Ennio_Doorbell,0.66,0.8,../models/All_Cluster,TRUE,TRUE,0.052990519,3404,0,0.968608957,0.939990902,0.938724169,0.980803008,0.983532588,0.984741658,0.962965382,0.986421668,0.988800295,0.978260314
All_Cluster,AutoEncoder,MSE,SGD,0.012,800,32,,Philips_Baby_Monitor,0.66,0.8,../models/All_Cluster,TRUE,TRUE,0.052990519,3404,0,0.968608957,0.939990902,0.938724169,0.980803008,0.983532588,0.984741658,0.962965382,0.986421668,0.988800295,0.978260314
All_Cluster,AutoEncoder,MSE,SGD,0.012,800,32,,Provision_737_Security_Camera,0.66,0.8,../models/All_Cluster,TRUE,TRUE,0.052990519,3404,0,0.968608957,0.939990902,0.938724169,0.980803008,0.983532588,0.984741658,0.962965382,0.986421668,0.988800295,0.978260314
All_Cluster,AutoEncoder,MSE,SGD,0.012,800,32,,Provision_838_Security_Camera,0.66,0.8,../models/All_Cluster,TRUE,TRUE,0.052990519,3404,0,0.968608957,0.939990902,0.938724169,0.980803008,0.983532588,0.984741658,0.962965382,0.986421668,0.988800295,0.978260314
All_Cluster,AutoEncoder,MSE,SGD,0.012,800,32,,Samsung_Webcam,0.66,0.8,../models/All_Cluster,TRUE,TRUE,0.052990519,3404,0,0.968608957,0.939990902,0.938724169,0.980803008,0.983532588,0.984741658,0.962965382,0.986421668,0.988800295,0.978260314
All_Cluster,AutoEncoder,MSE,SGD,0.012,800,32,,Simple_Home_1002_Security_Camera,0.66,0.8,../models/All_Cluster,TRUE,TRUE,0.052990519,3404,0,0.968608957,0.939990902,0.938724169,0.980803008,0.983532588,0.984741658,0.962965382,0.986421668,0.988800295,0.978260314
All_Cluster,AutoEncoder,MSE,SGD,0.012,800,32,,Simple_Home_1003_Security_Camera,0.66,0.8,../models/All_Cluster,TRUE,TRUE,0.052990519,3404,0,0.968608957,0.939990902,0.938724169,0.980803008,0.983532588,0.984741658,0.962965382,0.986421668,0.988800295,0.978260314
All_Cluster,AutoEncoder,MSE,SGD,0.012,800,32,,Danmini_Doorbell,0.66,0.8,../models/All_Cluster,TRUE,TRUE,0.052990519,3404,0,0.971076467,0.937766753,0.940326193,0.982615345,0.983414255,0.984130538,0.961052342,0.986013929,0.989171399,0.979854564
All_Cluster,AutoEncoder,MSE,SGD,0.012,800,32,,Ecobee_Thermostat,0.66,0.8,../models/All_Cluster,TRUE,TRUE,0.052990519,3404,0,0.971076467,0.937766753,0.940326193,0.982615345,0.983414255,0.984130538,0.961052342,0.986013929,0.989171399,0.979854564
All_Cluster,AutoEncoder,MSE,SGD,0.012,800,32,,Ennio_Doorbell,0.66,0.8,../models/All_Cluster,TRUE,TRUE,0.052990519,3404,0,0.971076467,0.937766753,0.940326193,0.982615345,0.983414255,0.984130538,0.961052342,0.986013929,0.989171399,0.979854564
All_Cluster,AutoEncoder,MSE,SGD,0.012,800,32,,Philips_Baby_Monitor,0.66,0.8,../models/All_Cluster,TRUE,TRUE,0.052990519,3404,0,0.971076467,0.937766753,0.940326193,0.982615345,0.983414255,0.984130538,0.961052342,0.986013929,0.989171399,0.979854564
All_Cluster,AutoEncoder,MSE,SGD,0.012,800,32,,Provision_737_Security_Camera,0.66,0.8,../models/All_Cluster,TRUE,TRUE,0.052990519,3404,0,0.971076467,0.937766753,0.940326193,0.982615345,0.983414255,0.984130538,0.961052342,0.986013929,0.989171399,0.979854564
All_Cluster,AutoEncoder,MSE,SGD,0.012,800,32,,Provision_838_Security_Camera,0.66,0.8,../models/All_Cluster,TRUE,TRUE,0.052990519,3404,0,0.971076467,0.937766753,0.940326193,0.982615345,0.983414255,0.984130538,0.961052342,0.986013929,0.989171399,0.979854564
All_Cluster,AutoEncoder,MSE,SGD,0.012,800,32,,Samsung_Webcam,0.66,0.8,../models/All_Cluster,TRUE,TRUE,0.052990519,3404,0,0.971076467,0.937766753,0.940326193,0.982615345,0.983414255,0.984130538,0.961052342,0.986013929,0.989171399,0.979854564
All_Cluster,AutoEncoder,MSE,SGD,0.012,800,32,,Simple_Home_1002_Security_Camera,0.66,0.8,../models/All_Cluster,TRUE,TRUE,0.052990519,3404,0,0.971076467,0.937766753,0.940326193,0.982615345,0.983414255,0.984130538,0.961052342,0.986013929,0.989171399,0.979854564
All_Cluster,AutoEncoder,MSE,SGD,0.012,800,32,,Simple_Home_1003_Security_Camera,0.66,0.8,../models/All_Cluster,TRUE,TRUE,0.052990519,3404,0,0.971076467,0.937766753,0.940326193,0.982615345,0.983414255,0.984130538,0.961052342,0.986013929,0.989171399,0.979854564
